Number,User,Date Submitted,Country,Device,Browser,OS,Ako ste spokojní s našimi Paušálmi Go na škále 1-5?,"Prosím, opíšte prečo. Je to pre nás veľmi dôležité."
256,0,19/03/2020 18:21,Slovakia,phone,Chrome Mobile 80.0.3987,Android,5,
257,0,19/03/2020 18:25,Slovakia,desktop,Safari 12.1.1,Mac OS X 10.14.5,3,
258,0,19/03/2020 18:34,Slovakia,desktop,Firefox 74.0,Windows 10,4,
259,0,19/03/2020 18:35,Slovakia,tablet,Chrome 80.0.3987,Android 5.0.1,3,
260,0,19/03/2020 18:38,Slovakia,phone,Chrome Mobile 80.0.3987,Android 8.0.0,4,
261,0,19/03/2020 18:43,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
262,0,19/03/2020 18:53,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
263,0,19/03/2020 19:07,Slovakia,desktop,Firefox 74.0,Windows 7,,
264,0,19/03/2020 19:21,Slovakia,tablet,Mobile Safari 9.0,iOS 9.3.5,4,Pre mna je siroky vyber moznosti poskladat najlepsi balik sluzieb za prijatelne ceny
265,0,19/03/2020 19:47,Slovakia,phone,Facebook 245.0.0,Android 5.1.1,3,"Mám paušál 40,chcem prejsť na paušál 30,ktorý má ale veľmi malý obsah dát-4GB je viac než smiešne.
A to že ešte mám doplácať na telefón viac než 4 eurá.... neuveriteľné.
Vybrala som si z ponuky Samsung A40 a to je dosť starý mobil,aby ŕa na neho eštdm doplácalo.
Je mi to ľúto,no zrejme budem nútená po cca 17 rokoch prejsť k inému operátorovi.
Po toľkých rokoch by som ako jeden z najvernejších očakávala niečo navyše vo forme nejakého bonusu za vernosť a nie rovnaké podmienky ako nový zákazník.
Výhodnejšiu ponuku mi dalo ako novému zákazníkovi,nežpo 17 rokoch-/a to ešte nepočítam roky,keď ste boli 
Takže spolu  cca 20 rokov a Vy mi pri výmene paušálu ponúkate úplne rovnaké podmienky ako novému zákazníkovi.
Škoda. 😢
"
266,0,19/03/2020 19:48,Slovakia,desktop,Chrome 80.0.3987,Windows 10,1,"gfy
"
267,0,19/03/2020 20:02,Slovakia,phone,Chrome Mobile 80.0.3987,Android 8.0.0,3,Malo dát konkurencia ponúka lepšie možnosti 
268,0,19/03/2020 20:16,Slovakia,desktop,Chrome 80.0.3987,Windows 7,2,ceny su vysoké a chcelo by to vyššiu variabilitu balíčkov
269,0,19/03/2020 20:20,Slovakia,desktop,Chrome 80.0.3987,Windows 8.1,2,
270,0,19/03/2020 20:39,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
271,0,19/03/2020 21:17,Slovakia,desktop,Chrome 80.0.3987,Windows 10,3,
272,0,19/03/2020 21:19,Slovakia,desktop,Chrome 80.0.3987,Windows 7,4,
273,0,19/03/2020 21:24,Slovakia,phone,Mobile Safari UI/WKWebView 13.3.1,iOS 13.3.1,1,"Máme telefóny už viac ako 20 rokov od . Telefóny mala moja bývala žena, rozviedol som sa, tak ten telefón, som si nehal prepísať na seba. Za celú dobu, ste mi ani raz neponúkli výhodný paušál. Kde je chyba? No dovolím si povedať “vo vás”. Preto si zmením paušál, na iného operátora. Ak mi chcete ponúknuť paušál, tak teraz hneď. Inak zmením operátora. S pozdravom "
274,0,19/03/2020 21:33,Slovakia,phone,Chrome Mobile 80.0.3987,Android 8.0.0,3,Aktualne platim vela za svoj pausal
275,0,19/03/2020 21:33,Slovakia,phone,Chrome Mobile 78.0.3904,Android 7.0,3,Po vyčerpaní dat nie je možné pripojiť sa na internet. Výhodnejšie bolo zníženie rýchlosti a nie úplne odstavenie 
276,0,19/03/2020 21:50,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
277,0,19/03/2020 22:27,Austria,desktop,Chrome 80.0.3987,Windows 10,,
278,0,19/03/2020 22:29,Slovakia,phone,Chrome Mobile 80.0.3987,Android,3,
279,0,20/03/2020 05:19,Slovakia,tablet,Chrome 80.0.3987,Android 5.0.1,,
280,0,20/03/2020 05:32,Slovakia,tablet,Chrome 80.0.3987,Android 5.0.1,,
281,0,20/03/2020 06:21,Slovakia,desktop,Firefox 74.0,Windows 7,2,
282,0,20/03/2020 06:25,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
283,0,20/03/2020 06:52,Slovakia,desktop,Firefox 74.0,Windows 10,,
284,0,20/03/2020 06:55,Slovakia,desktop,Chrome 80.0.3987,Windows 10,3,
285,0,20/03/2020 07:08,Slovakia,desktop,Firefox 74.0,Windows 7,5,
286,0,20/03/2020 07:09,Slovakia,desktop,Chrome 80.0.3987,Windows 8.1,,
287,0,20/03/2020 08:18,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
288,0,20/03/2020 08:23,Slovakia,phone,Chrome Mobile 80.0.3987,Android 7.0,1,
289,0,20/03/2020 08:37,Slovakia,phone,Chrome Mobile 80.0.3987,Android,3,
290,0,20/03/2020 08:58,Slovakia,phone,Chrome Mobile 80.0.3987,Android,3,"SMS, ktorá má informuje o výške úhrady, je spoplatnená."
291,0,20/03/2020 09:00,Slovakia,phone,Chrome Mobile 80.0.3987,Android,1,Nemam ho
292,0,20/03/2020 09:05,Slovakia,tablet,Mobile Safari 10.0,iOS 10.3.3,4,
293,0,20/03/2020 09:08,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
294,0,20/03/2020 09:20,Slovakia,desktop,Chrome 80.0.3987,Windows 10,4,"mam zaujem opavsal
"
295,0,20/03/2020 09:31,Slovakia,desktop,Chrome 80.0.3987,Windows 10,3,velka cena
296,0,20/03/2020 09:32,Slovakia,phone,Facebook 261.0.0,Android,,
297,0,20/03/2020 09:33,Slovakia,phone,Samsung Internet 11.0,Android,4,Pre zlepšovanie služieb 
298,0,20/03/2020 09:39,Slovakia,desktop,Chrome 80.0.3987,Windows 10,4,
299,0,20/03/2020 09:42,Slovakia,desktop,Chrome 80.0.3987,Windows 7,4,
300,0,20/03/2020 09:49,Slovakia,phone,Chrome Mobile 80.0.3987,Android,2,
301,0,20/03/2020 10:21,Slovakia,phone,Chrome Mobile iOS 72.0.3626,iOS 13.3,1,Prosím deaktivuje mi službu max rouming lebo cez vás portál to nefunguje 
302,0,20/03/2020 10:32,Slovakia,desktop,Firefox 72.0,Windows 8.1,3,
303,0,20/03/2020 10:41,Slovakia,desktop,Chrome 80.0.3987,Windows 10,5,"Momentálne mám paušál, aký som si predstavoval vždy. No je tu stále nejaké ale..."
304,0,20/03/2020 10:43,Slovakia,desktop,Chrome 80.0.3987,Windows 10,3,???
305,0,20/03/2020 10:51,Slovakia,desktop,Opera 67.0.3575,Windows 10,,
306,0,20/03/2020 10:52,Slovakia,phone,Chrome Mobile 80.0.3987,Android 7.0,3,
307,0,20/03/2020 11:00,Slovakia,desktop,Firefox 74.0,Windows 10,,
308,0,20/03/2020 11:10,Slovakia,phone,Mobile Safari 13.0.5,iOS 13.3.1,,
309,0,20/03/2020 11:39,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
310,0,20/03/2020 11:54,Slovakia,phone,Chrome Mobile 74.0.3729,Android,2,
311,0,20/03/2020 12:05,Slovakia,desktop,Chrome 80.0.3987,Windows 10,4,
312,0,20/03/2020 12:12,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
313,0,20/03/2020 12:14,Slovakia,phone,Chrome Mobile 80.0.3987,Android,,
314,0,20/03/2020 12:31,Slovakia,desktop,Chrome 80.0.3987,Windows 10,3,
315,0,20/03/2020 12:43,Hungary,desktop,Chrome 80.0.3987,Windows 10,5,Stači a za tolko peniazi je ok..
316,0,20/03/2020 12:51,Slovakia,desktop,Chrome 80.0.3987,Windows 7,,
317,0,20/03/2020 12:56,Slovakia,desktop,Chrome 80.0.3987,Windows 7,,
318,0,20/03/2020 13:00,Slovakia,desktop,Chrome 80.0.3987,Windows 10,3,
319,0,20/03/2020 13:06,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
320,0,20/03/2020 13:15,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
321,0,20/03/2020 13:29,Slovakia,desktop,Edge 18.18362,Windows 10,2,
322,0,20/03/2020 13:34,Slovakia,desktop,IE 11.0,Windows 7,3,
323,0,20/03/2020 13:34,Slovakia,desktop,Chrome 80.0.3987,Windows 10,4,"pretoze v cene 30 eur mam neobmedzene volania, sms a dostatocny pocet dat."
324,0,20/03/2020 13:40,Slovakia,desktop,Opera 67.0.3575,Windows 10,4,a
325,0,20/03/2020 13:43,Slovakia,desktop,Safari 13.0.5,Mac OS X 10.15.3,4,
326,0,20/03/2020 13:46,Slovakia,desktop,Firefox 74.0,Windows 7,,
327,0,20/03/2020 13:51,Slovakia,tablet,Mobile Safari 9.0,iOS 9.3.5,5,Pre telefonovanie smsky internet 
328,0,20/03/2020 14:14,Slovakia,desktop,Chrome 80.0.3987,Windows 7,,
329,0,20/03/2020 14:29,Slovakia,desktop,Safari 13.0.5,Mac OS X 10.15.3,,
330,0,20/03/2020 14:40,Slovakia,phone,Chrome Mobile 80.0.3987,Android 6.0,5,Kompletné služby za dobrú cenu
331,0,20/03/2020 14:43,Slovakia,desktop,Firefox 74.0,Windows 10,3,0
332,0,20/03/2020 15:03,Slovakia,phone,Chrome Mobile 70.0.3538,Android 8.1.0,,
333,0,20/03/2020 15:25,Slovakia,desktop,Opera 67.0.3575,Windows 10,,
334,0,20/03/2020 15:30,Slovakia,desktop,Firefox 74.0,Windows 8.1,,
335,0,20/03/2020 15:42,Slovakia,desktop,Edge 18.18362,Windows 10,3,
336,0,20/03/2020 15:45,Slovakia,phone,Chrome Mobile 80.0.3987,Android,3,Len 250 MB pri paušále Go 10? V dnešnej dobe?
337,0,20/03/2020 15:54,Slovakia,desktop,Edge 18.17763,Windows 10,4,
338,0,20/03/2020 16:16,Slovakia,desktop,Chrome 80.0.3987,Windows 10,1,"neviem , pytate sa ci mam pausal, napisem nemam, v zapati sa opytate ako som s nim spokojny.... no ako asi ked ho nemam. Prosim upravte si logiku tohoto dotaznika... dakujem"
339,0,20/03/2020 16:20,Belgium,tablet,Chrome 80.0.3987,Android,5,
340,0,20/03/2020 16:22,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
341,0,20/03/2020 16:57,Slovakia,desktop,Opera 67.0.3575,Windows 8.1,4,
342,0,20/03/2020 17:47,Slovakia,desktop,Chrome 80.0.3987,Windows 8.1,3,
343,0,20/03/2020 17:59,Slovakia,desktop,Firefox 74.0,Windows 7,5,všetko je vcajku
344,0,20/03/2020 18:09,Slovakia,desktop,Firefox 74.0,Windows 10,5,
345,0,20/03/2020 18:21,Slovakia,phone,Chrome Mobile 80.0.3987,Android 7.0,4,
346,0,20/03/2020 18:22,Slovakia,desktop,Chrome 80.0.3987,Windows 7,2,malo dat za moju cenu pausalu 
347,0,20/03/2020 18:25,Slovakia,phone,Chrome Mobile 80.0.3987,Android 7.0,3,
348,0,20/03/2020 18:26,Slovakia,tablet,Chrome 80.0.3987,Android,3,
349,0,20/03/2020 18:34,Slovakia,desktop,Safari 13.0.5,Mac OS X 10.13.6,,
350,0,20/03/2020 18:40,Slovakia,desktop,Firefox 74.0,Windows 10,,
351,b670e869,20/03/2020 18:42,Slovakia,desktop,Firefox 74.0,Windows 7,5,
352,0,20/03/2020 18:51,Slovakia,desktop,Edge 18.18363,Windows 10,4,...
353,0,20/03/2020 19:03,Slovakia,phone,Chrome Mobile 79.0.3945,Android 6.0,3,Namiesto 3navzájom pre mna by bolo lepsie viac data.
354,0,20/03/2020 19:18,Slovakia,desktop,Opera 67.0.3575,Windows 7,4,
355,0,20/03/2020 19:18,Slovakia,desktop,Chrome 80.0.3987,Windows 10,4,
356,0,20/03/2020 19:24,Slovakia,tablet,Chrome 80.0.3987,Android 8.1.0,3,Čím ďalej tym drahsie. 
357,0,20/03/2020 19:52,Slovakia,phone,Chrome Mobile 80.0.3987,Android,4,Lebo je v nom malo dat.
358,0,20/03/2020 20:00,Slovakia,phone,Chrome Mobile 80.0.3987,Android 7.1.2,3,
359,0,20/03/2020 20:01,Slovakia,desktop,Chrome 80.0.3987,Windows 10,3,Mohlo by tam byť viac dát.
360,0,20/03/2020 20:08,Slovakia,desktop,Chrome 54.22.2840,Windows 10,,
361,0,20/03/2020 20:38,Slovakia,desktop,Firefox 74.0,Windows 7,5,vseko ok
362,0,20/03/2020 20:40,Slovakia,tablet,Chrome Mobile iOS 79.0.3945,iOS 13.3,3,
363,0,20/03/2020 20:51,Slovakia,phone,Mobile Safari 13.3,iOS 13.3,,
364,0,20/03/2020 21:33,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
365,0,20/03/2020 21:54,Slovakia,phone,Mobile Safari 13.0.4,iOS 13.3,5,
366,0,20/03/2020 23:39,Slovakia,desktop,Chrome 80.0.3987,Windows 10,3,Zdá sa mi to drahé :-(
367,0,21/03/2020 00:27,Slovakia,phone,Mobile Safari UI/WKWebView 13.3.1,iOS 13.3.1,3,
368,0,21/03/2020 00:47,Slovakia,phone,Chrome Mobile 80.0.3987,Android 7.0,3,Len tak
369,0,21/03/2020 01:15,Slovakia,desktop,Chrome 80.0.3987,Windows 10,4,dobra cena
370,0,21/03/2020 04:56,Slovakia,desktop,Chrome 80.0.3987,Windows 7,5,
371,0,21/03/2020 05:14,Slovakia,tablet,Chrome Mobile 80.0.3987,Android 5.1,5,
372,0,21/03/2020 06:16,Slovakia,desktop,Chrome 80.0.3987,Windows 7,4,Som dlhoročným Vaším zákazníkom a vyhovuje mi to
373,0,21/03/2020 06:56,Slovakia,tablet,Chrome 79.0.3945,Android 4.4.2,2,
374,0,21/03/2020 07:05,Slovakia,desktop,Opera 67.0.3575,Windows 10,3,
375,0,21/03/2020 07:07,Slovakia,desktop,Chrome 80.0.3987,Windows 10,1,
376,0,21/03/2020 07:15,Slovakia,desktop,Chrome 80.0.3987,Windows 10,2,
377,0,21/03/2020 07:30,Slovakia,desktop,Opera 67.0.3575,Windows 7,,
378,0,21/03/2020 07:42,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
379,0,21/03/2020 07:42,Slovakia,desktop,Chrome 49.0.2623,Windows Vista,,
380,0,21/03/2020 07:46,Slovakia,desktop,Firefox 74.0,Windows 10,3,malo dat
381,0,21/03/2020 08:08,Slovakia,desktop,Chrome 79.0.3945,Windows 10,,
382,0,21/03/2020 08:41,Slovakia,phone,Chrome Mobile 80.0.3987,Android,2,
383,0,21/03/2020 08:44,Slovakia,desktop,Chrome 80.0.3987,Windows 10,4,
384,0,21/03/2020 08:45,Slovakia,desktop,Firefox 74.0,Windows 7,,
385,0,21/03/2020 08:56,Slovakia,desktop,Chrome 80.0.3987,Windows 8.1,5,
386,0,21/03/2020 09:06,Slovakia,tablet,Facebook 262.0.0,Android 8.0.0,4,
387,0,21/03/2020 09:12,Slovakia,desktop,Chrome 80.0.3987,Windows 7,3,"V balíku nie sú sms a mms, cim sa pausal predrazuje."
388,0,21/03/2020 09:20,Slovakia,phone,Mobile Safari 13.3,iOS 13.3,,
389,0,21/03/2020 09:31,Slovakia,desktop,Chrome 80.0.3987,Windows 10,3,
390,0,21/03/2020 09:37,Slovakia,desktop,Safari 13.0.5,Mac OS X 10.15.3,3,
391,0,21/03/2020 09:37,Slovakia,desktop,Chrome 80.0.3987,Windows 7,1,"niesom váš klient
"
392,0,21/03/2020 09:37,Slovakia,phone,Chrome Mobile 80.0.3987,Android 8.1.0,2,Pre moje zvyklosti používania telefónu a vzhľadom k cenam sa žiadny z nich nehodí.
393,0,21/03/2020 09:40,Slovakia,desktop,Chrome 80.0.3987,Windows 8.1,1,
394,0,21/03/2020 09:46,Slovakia,desktop,Chrome 80.0.3987,Windows 10,2,
395,0,21/03/2020 09:48,Slovakia,tablet,Mobile Safari 13.3,iOS 13.3,5,
396,0,21/03/2020 09:55,Slovakia,tablet,Mobile Safari 12.4,iOS 12.4,4,
397,0,21/03/2020 10:01,Slovakia,phone,Chrome Mobile 81.0.4044,Android,3,
398,0,21/03/2020 10:17,Slovakia,desktop,Firefox 74.0,Windows 10,,
399,0,21/03/2020 10:44,Slovakia,desktop,Firefox 74.0,Windows 10,4,
400,0,21/03/2020 10:51,Slovakia,desktop,Chrome 80.0.3987,Windows 10,3,
401,0,21/03/2020 11:21,Slovakia,desktop,Safari 13.0.5,Mac OS X 10.15.3,5,
402,0,21/03/2020 11:27,Slovakia,phone,Chrome Mobile 80.0.3987,Android,5,Bezkonkurencne ceny a sluzby
403,0,21/03/2020 11:27,Slovakia,desktop,Chrome 80.0.3987,Windows 10,2,
404,0,21/03/2020 11:28,Slovakia,desktop,Chrome 80.0.3987,Windows 10,5,pre dochodcu vyhovuje
405,0,21/03/2020 11:32,Slovakia,phone,Chrome Mobile 80.0.3987,Android,,
406,0,21/03/2020 11:42,Slovakia,desktop,Chrome 80.0.3987,Windows 10,1,
407,0,21/03/2020 11:52,Slovakia,desktop,Chrome 80.0.3987,Windows 10,3,vysoke ceny za malo muziky
408,0,21/03/2020 11:57,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
409,0,21/03/2020 12:24,Slovakia,tablet,Chrome 80.0.3987,Android,5,
410,0,21/03/2020 12:31,Slovakia,desktop,Chrome 80.0.3987,Windows 10,3,
411,0,21/03/2020 12:36,Slovakia,desktop,Chrome 80.0.3987,Windows 10,5,
412,0,21/03/2020 12:40,Hungary,desktop,Chrome 80.0.3987,Windows 8.1,,
413,0,21/03/2020 12:45,Slovakia,desktop,Chrome 80.0.3987,Windows 10,5,
414,0,21/03/2020 12:59,Slovakia,phone,Facebook 262.0.0,Android,5,
415,0,21/03/2020 13:09,Slovakia,desktop,Chrome 49.0.2623,Windows XP,4,
416,0,21/03/2020 13:11,Slovakia,desktop,Edge 17.17134,Windows 10,3,kvalita signálu
417,0,21/03/2020 13:17,Czechia,desktop,Firefox 52.0,Windows XP,5,"Neobmedzene volania a sms, vela dat..."
418,0,21/03/2020 13:21,Slovakia,desktop,Firefox 74.0,Windows 10,,
419,0,21/03/2020 13:28,Slovakia,desktop,Chrome 80.0.3987,Windows 10,4,neviem
420,0,21/03/2020 13:35,Slovakia,desktop,Chrome 80.0.3987,Windows 7,5,
421,0,21/03/2020 13:39,Slovakia,desktop,Firefox 73.0,Windows 10,3,
422,0,21/03/2020 13:46,Slovakia,phone,Facebook 262.0.0,Android,3,
423,0,21/03/2020 13:51,Slovakia,desktop,Safari 13.0.5,Mac OS X 10.15,,
424,0,21/03/2020 13:57,Slovakia,desktop,Chrome 80.0.3987,Windows 7,,
425,0,21/03/2020 14:03,Slovakia,desktop,Firefox 74.0,Windows 7,3,"Ja konkretne mam GO 30 a za danu cenu by som ocakaval o nieco viac GB internetu, apsolutne nechapem preco ked si u vas zoberiem telefon na pausal, takze mam odvas aj pausal aj telefon tak ten telefon ma stoji olela viac ako by som ho kupil niekde inde v obchode... tomu sa teda povie ""BONUS..."" a samozrejme ak si mam u vas kupit telefon za 1000e a niejekom klasickom elektre ma ten telefon vynde 600 ci 700 kupim si ho radcej tam, ked nato nemam splacat ho mozem aj tam, keby na to pride, a posledna ""paradicka od "" aj ked si od vas nezoberiem telefon lebo je predrazeny... aj tak mam viazanost... no coment... a pardon... PS: apsolutna paradicka je ze z minulosti viem ze ak chce u clovek nejaku akciu musi najprv oddyst ku konkurencii a ked sa vrati ma vela krat lepsie podmienky ako ten co je verny zakaznik aj niekolko rokov... pekny den prajem :)"
426,0,21/03/2020 14:06,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
427,0,21/03/2020 14:07,Slovakia,desktop,Chrome 80.0.3987,Windows 10,5,
428,0,21/03/2020 14:18,Slovakia,phone,Samsung Internet 2.1,Android 5.0.1,,
429,0,21/03/2020 14:19,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
430,0,21/03/2020 14:24,Slovakia,desktop,Chrome 80.0.3987,Windows 10,2,
431,0,21/03/2020 14:30,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
432,0,21/03/2020 14:40,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
433,0,21/03/2020 14:52,Slovakia,desktop,Chrome 80.0.3987,Windows 10,5,Bola som veľmi spokojná pokiaľ som mala v programe aktivovanú 50% zľavu a platila som za služby 16€ teraz je to za plnú sumu a je to príliš drahé takže aj napriek doterajšej spokojnosti som nútená zmeniť zlužbu
434,0,21/03/2020 15:36,Slovakia,desktop,Chrome 80.0.3987,Windows 10,5,
435,0,21/03/2020 15:38,Slovakia,desktop,Firefox 74.0,Windows 10,1,"Skušam sa dovolať operatorovi už 3 mesiace a stále mi niekto tvrdí že sa mi ozvú do 2 dní  a čakaám 3 mesiace
"
436,0,21/03/2020 15:45,Slovakia,phone,Facebook 260.0.0,Android 8.0.0,1,Veľmi málo dat. 
437,0,21/03/2020 15:51,Slovakia,desktop,Chrome 80.0.3987,Windows 10,1,"Nikdi viac
"
438,0,21/03/2020 15:58,Slovakia,desktop,Safari 13.0.5,Mac OS X 10.15.3,1,"Nakoľko už nie je možnosť získať rovnaký program s takými dátami aké mám aktuálne aktivované uvažujem nad odchodom. Som v ei niekoľko rokov a nikto ma nekontaktuje od Vás so žiadnou ponukou, vhodnou pre mňa."
439,0,21/03/2020 16:04,Slovakia,desktop,Chrome 80.0.3987,Windows 10,2,
440,0,21/03/2020 16:22,Slovakia,phone,Chrome Mobile 80.0.3987,Android,3,
441,0,21/03/2020 16:25,Slovakia,desktop,Chrome 80.0.3987,Windows 7,,
442,0,21/03/2020 16:28,Slovakia,phone,Opera Mobile 56.1.2780,Android,,
443,0,21/03/2020 16:35,Slovakia,phone,Chrome Mobile 80.0.3987,Android,,
444,0,21/03/2020 16:54,Slovakia,desktop,Chrome 80.0.3987,Windows 10,5,
445,0,21/03/2020 16:59,Slovakia,desktop,Safari 13.0.5,Mac OS X 10.15,,
446,0,21/03/2020 17:05,Slovakia,desktop,Chrome 80.0.3987,Windows 7,1,Spokojnosť.
447,0,21/03/2020 17:22,Slovakia,desktop,Safari 13.0.5,Mac OS X 10.15,4,Datovy objem by mohol byt znacne vacsi uz v dnesnej dobe.
448,0,21/03/2020 17:25,Slovakia,desktop,Chrome 80.0.3987,Windows 10,3,Už tretí krát si nastavujem volania mojim trom do eu a stále sa mi to neuložilo
449,0,21/03/2020 17:27,Slovakia,desktop,Safari 13.0.4,Mac OS X 10.15,,
450,0,21/03/2020 17:32,Slovakia,phone,Chrome Mobile 80.0.3987,Android,,
451,0,21/03/2020 18:02,Slovakia,desktop,Edge 18.17763,Windows 10,,
452,0,21/03/2020 18:03,Slovakia,desktop,Chrome 80.0.3987,Windows 10,5,
453,0,21/03/2020 18:05,Slovakia,desktop,Chrome 80.0.3987,Windows 10,4,cena
454,0,21/03/2020 18:51,Slovakia,phone,Chrome Mobile 80.0.3987,Android,1,
455,0,21/03/2020 18:51,Slovakia,phone,Chrome Mobile 80.0.3987,Android 7.0,5,
456,0,21/03/2020 18:52,Slovakia,desktop,Chrome 80.0.3987,Windows 7,5,
457,0,21/03/2020 19:18,Slovakia,desktop,Firefox 74.0,Windows 10,5,bezproblémový
458,0,21/03/2020 19:20,Slovakia,phone,Chrome Mobile 80.0.3987,Android,,
459,0,21/03/2020 19:27,Slovakia,desktop,Firefox 73.0,Windows 7,,
460,0,21/03/2020 19:49,Slovakia,phone,Chrome Mobile 80.0.3987,Android 8.1.0,,
461,0,21/03/2020 19:53,Slovakia,phone,Chrome Mobile 80.0.3987,Android 6.0,,
462,0,21/03/2020 20:02,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
463,0,21/03/2020 20:03,Slovakia,desktop,Edge 17.17134,Windows 10,,
464,0,21/03/2020 20:07,Slovakia,tablet,Chrome 80.0.3987,Android 7.0,4,
465,0,21/03/2020 20:07,Slovakia,phone,Mobile Safari 13.0.5,iOS 13.3.1,3,
466,0,21/03/2020 20:11,Slovakia,desktop,Chrome 80.0.3987,Windows 8,,
467,0,21/03/2020 20:16,Slovakia,desktop,Chrome 80.0.3987,Windows 8.1,4,nemam dobry signal. slabe pokritie
468,0,21/03/2020 20:46,Slovakia,desktop,Chrome 80.0.3987,Windows 7,,
469,0,21/03/2020 20:49,Slovakia,desktop,Chrome 26.0.1410,Linux,,
470,0,21/03/2020 20:56,Slovakia,tablet,Chrome 80.0.3987,Android 7.0,,
471,0,21/03/2020 21:00,Slovakia,phone,Chrome Mobile iOS 79.0.3945,iOS 13.3,3,
472,0,21/03/2020 21:00,Slovakia,phone,Chrome Mobile 73.0.3683,Android 7.0,2,Nie jeto take dôležite
473,0,21/03/2020 21:03,Slovakia,phone,Mobile Safari 13.0.5,iOS 13.3.1,1,"Do pausalu g20 (vratane) je velmi malo dat.
Dost drahe volania. "
474,0,21/03/2020 21:09,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
475,0,21/03/2020 21:23,Slovakia,desktop,Chrome 80.0.3987,Windows 7,,
476,0,21/03/2020 21:30,Slovakia,phone,Mobile Safari 13.0.5,iOS 13.3.1,5,Je to ok
477,0,21/03/2020 22:43,Slovakia,phone,Chrome Mobile 80.0.3987,Android,5,
478,0,21/03/2020 23:01,Slovakia,desktop,IE 11.0,Windows 7,4,
479,0,21/03/2020 23:26,Slovakia,phone,Chrome Mobile 80.0.3987,Android,3,"Cena za paušál je vysoká. 
"
480,0,22/03/2020 00:42,Slovakia,phone,Mobile Safari UI/WKWebView 13.3.1,iOS 13.3.1,1,
481,0,22/03/2020 01:09,Slovakia,desktop,Chrome 80.0.3987,Windows 7,,
482,0,22/03/2020 05:50,Slovakia,tablet,Chrome 80.0.3987,Android,3,
483,0,22/03/2020 06:52,Slovakia,desktop,Safari 13.0.5,Mac OS X 10.15.3,,
484,0,22/03/2020 07:17,Slovakia,desktop,Chrome 80.0.3987,Windows 10,2,
485,0,22/03/2020 07:22,Slovakia,desktop,Chrome 80.0.3987,Windows 10,1,
486,0,22/03/2020 07:49,Slovakia,phone,Chrome Mobile iOS 80.0.3987,iOS 13.3,,
487,0,22/03/2020 08:07,Slovakia,phone,Chrome Mobile 80.0.3987,Android,4,
488,0,22/03/2020 08:14,Slovakia,desktop,Firefox 72.0,Windows 10,4,
489,0,22/03/2020 08:14,Slovakia,phone,Chrome Mobile 80.0.3987,Android,3,
490,0,22/03/2020 08:40,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
491,0,22/03/2020 08:52,Slovakia,phone,Samsung Internet 10.2,Android,5,
492,0,22/03/2020 08:57,Slovakia,desktop,Chrome 80.0.3987,Windows 10,5,"Mám rád ked si nemusim kontrolovat data a mnozstvo prevolanych minut. Na druhej strane by som uvital viac komunikacie od E smerom ku mne ako zakaznikovi, ktory je v E uplne od zaciatku dokonca este z cias kedy to bol GLOBTEL. myslim, ze nejaka vacsia ulava ci uz na telefone alebo na cene by nezaskodila. A to v E mam 3 cisla."
493,0,22/03/2020 08:58,Slovakia,desktop,Chrome 80.0.3987,Windows 7,3,
494,0,22/03/2020 09:14,Slovakia,desktop,Chrome 80.0.3987,Windows 8.1,2,
495,0,22/03/2020 09:19,Slovakia,desktop,Firefox 74.0,Windows 10,4,
496,0,22/03/2020 09:22,Slovakia,desktop,Chrome 80.0.3987,Windows 10,4,
497,0,22/03/2020 09:22,Slovakia,desktop,Firefox 74.0,Windows 10,3,
498,0,22/03/2020 09:23,Slovakia,phone,Mobile Safari 13.0.5,iOS 13.3.1,3,Df
499,0,22/03/2020 09:28,Slovakia,phone,Chrome Mobile 80.0.3987,Android 8.1.0,,
500,0,22/03/2020 09:30,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
501,0,22/03/2020 09:30,Slovakia,phone,Chrome Mobile 69.0.3497,Android 6.0,2,
502,0,22/03/2020 09:47,Slovakia,desktop,Firefox 74.0,Windows 10,4,
